IBGE,Metropolitan Area,Month,Year,Category,Weight,Variation
,Porto Alegre,9,2013,Clothing,6.9933,0.89
,Porto Alegre,10,2013,Clothing,7.006,0.28
,Porto Alegre,11,2013,Clothing,6.9896,0.84
,Porto Alegre,12,2013,Clothing,7.0091,0.06
,Porto Alegre,1,2014,Clothing,6.965,-0.45
,Porto Alegre,2,2014,Clothing,6.8972,-1.61
,Porto Alegre,3,2014,Clothing,6.7563,-0.04
,Porto Alegre,4,2014,Clothing,6.6964,1.73
,Porto Alegre,5,2014,Clothing,6.7434,1.28
,Porto Alegre,6,2014,Clothing,6.7784,1.28
,Porto Alegre,7,2014,Clothing,6.8399,-0.55
,Porto Alegre,8,2014,Clothing,6.7937,-0.53
,Porto Alegre,9,2014,Clothing,6.7444,-0.02
,Porto Alegre,10,2014,Clothing,6.7126,1.4
,Porto Alegre,11,2014,Clothing,6.7584,0.1
,Porto Alegre,12,2014,Clothing,6.7442,0.93
,Porto Alegre,1,2015,Clothing,6.753,0.12
,Porto Alegre,2,2015,Clothing,6.6818,-1.35
,Porto Alegre,3,2015,Clothing,6.5178,0.1
,Porto Alegre,4,2015,Clothing,6.4162,0.52
,Porto Alegre,5,2015,Clothing,6.4148,1.25
,Porto Alegre,6,2015,Clothing,6.4316,1.53
,Porto Alegre,7,2015,Clothing,6.4729,-0.27
,Porto Alegre,8,2015,Clothing,6.3946,-1.31
,Porto Alegre,9,2015,Clothing,6.2902,0.39
,Porto Alegre,10,2015,Clothing,6.2805,0.79
,Porto Alegre,11,2015,Clothing,6.2891,0.7
,Porto Alegre,12,2015,Clothing,6.2736,1.54
,Porto Alegre,1,2016,Clothing,6.3171,-0.14
,Porto Alegre,2,2016,Clothing,6.2103,0.52
,Porto Alegre,3,2016,Clothing,6.1832,0.27
,Porto Alegre,4,2016,Clothing,6.1671,1.43
,Porto Alegre,5,2016,Clothing,6.1995,1.1
,Porto Alegre,6,2016,Clothing,6.2092,0.41
,Porto Alegre,7,2016,Clothing,6.2257,-0.58
,Porto Alegre,8,2016,Clothing,6.1482,-0.34
,Porto Alegre,9,2016,Clothing,6.0981,0.59
,Porto Alegre,10,2016,Clothing,6.1236,1.19
,Porto Alegre,11,2016,Clothing,6.1857,0.61
,Porto Alegre,12,2016,Clothing,6.2089,0.87
,Porto Alegre,1,2017,Clothing,6.2656,-1.37
,Porto Alegre,2,2017,Clothing,6.1689,-0.97
,Porto Alegre,3,2017,Clothing,6.0946,-0.22
,Porto Alegre,4,2017,Clothing,6.0737,0.78
,Porto Alegre,5,2017,Clothing,6.1092,0.67
,Porto Alegre,6,2017,Clothing,6.1155,1.46
,Porto Alegre,7,2017,Clothing,6.2028,-1.01
,Porto Alegre,8,2017,Clothing,6.1429,-0.68
,Porto Alegre,9,2017,Clothing,6.0848,0.49
,Porto Alegre,10,2017,Clothing,6.1149,0.25
,Porto Alegre,11,2017,Clothing,6.1159,0.66
,Porto Alegre,12,2017,Clothing,6.1301,0.83
,Porto Alegre,1,2018,Clothing,6.1641,-1.82
,Porto Alegre,2,2018,Clothing,6.0111,-1.27
,Porto Alegre,3,2018,Clothing,5.9282,0.84
,Porto Alegre,4,2018,Clothing,5.9799,0.83
,Porto Alegre,5,2018,Clothing,6.0077,0.34
,Porto Alegre,6,2018,Clothing,5.9782,0.62
,Porto Alegre,7,2018,Clothing,5.9125,-0.62
,Porto Alegre,8,2018,Clothing,5.8684,-0.59
,Porto Alegre,9,2018,Clothing,5.835,0.62
,Porto Alegre,10,2018,Clothing,5.8416,-0.3
,Porto Alegre,11,2018,Clothing,5.7905,-0.41
,Porto Alegre,12,2018,Clothing,5.8006,1.15
,Porto Alegre,1,2019,Clothing,5.8525,-1.82
,Belem,1,2012,Transportation,13.7599,0.55
,Belem,2,2012,Transportation,13.7915,-0.44
,Belem,3,2012,Transportation,13.6553,-0.07
,Belem,4,2012,Transportation,13.6079,0.11
,Belem,5,2012,Transportation,13.5255,-0.25
,Belem,6,2012,Transportation,13.4079,-0.08
,Belem,7,2012,Transportation,13.3219,0.38
,Belem,8,2012,Transportation,13.2992,1.81
,Belem,9,2012,Transportation,13.4336,0.2
,Belem,10,2012,Transportation,13.347,0.14
,Belem,11,2012,Transportation,13.2501,0.45
,Belem,12,2012,Transportation,13.1676,0.75
,Belem,1,2013,Transportation,13.1591,0.91
,Belem,2,2013,Transportation,13.1859,0.78
,Belem,3,2013,Transportation,13.2165,-0.15
,Belem,4,2013,Transportation,13.1232,-0.53
,Belem,5,2013,Transportation,12.9833,-0.05
,Belem,6,2013,Transportation,12.9684,0.14
,Belem,7,2013,Transportation,12.9443,0.3
,Belem,8,2013,Transportation,12.9337,0.31
,Belem,9,2013,Transportation,12.9063,0.34
,Belem,10,2013,Transportation,12.9122,0.06
,Belem,11,2013,Transportation,12.8594,0.4
,Belem,12,2013,Transportation,12.8662,1.46
,Belem,1,2014,Transportation,12.9954,-1.03
,Belem,2,2014,Transportation,12.8452,-0.47
,Belem,3,2014,Transportation,12.7424,1.04
,Belem,4,2014,Transportation,12.828,0.16
,Belem,5,2014,Transportation,12.7918,0.65
,Belem,6,2014,Transportation,12.7431,1.57
,Belem,7,2014,Transportation,12.8704,-0.62
,Belem,8,2014,Transportation,12.7601,0.55
,Belem,9,2014,Transportation,12.6917,0.38
,Belem,10,2014,Transportation,12.6628,0.16
,Belem,11,2014,Transportation,12.6621,0.58
,Belem,12,2014,Transportation,12.6588,1.25
,Belem,1,2015,Transportation,12.7131,0.37
,Belem,2,2015,Transportation,12.6674,0.2
,Belem,3,2015,Transportation,12.5673,0.59
,Belem,4,2015,Transportation,12.5919,1.08
,Belem,5,2015,Transportation,12.6262,1.59
,Belem,6,2015,Transportation,12.6991,2.27
,Belem,7,2015,Transportation,12.8151,0.62
,Belem,8,2015,Transportation,12.8659,-1.44
,Belem,9,2015,Transportation,12.6246,0.26
,Belem,10,2015,Transportation,12.6261,0.77
,Belem,11,2015,Transportation,12.6006,0.4
,Belem,12,2015,Transportation,12.5136,2.28
,Belem,1,2016,Transportation,12.6444,0.12
,Belem,2,2016,Transportation,12.5641,-0.07
,Belem,3,2016,Transportation,12.4254,-0.07
,Belem,4,2016,Transportation,12.3727,0.6
,Belem,5,2016,Transportation,12.3439,0.3
,Belem,6,2016,Transportation,12.2897,0.46
,Belem,7,2016,Transportation,12.2383,0.57
,Belem,8,2016,Transportation,12.1816,-0.45
,Belem,9,2016,Transportation,12.0835,-0.37
,Belem,10,2016,Transportation,11.9865,0.41
,Belem,11,2016,Transportation,11.99,0.01
,Belem,12,2016,Transportation,12.029,0.39
,Belem,1,2017,Transportation,12.071,1.5
,Belem,2,2017,Transportation,12.2411,1.87
,Belem,3,2017,Transportation,12.433,-0.09
,Belem,4,2017,Transportation,12.4226,-0.56
,Belem,5,2017,Transportation,12.351,-0.54
,Belem,6,2017,Transportation,12.2795,0.21
,Belem,7,2017,Transportation,12.2804,0.12
,Belem,8,2017,Transportation,12.2504,0.84
,Belem,9,2017,Transportation,12.369,0.7
,Belem,10,2017,Transportation,12.3976,0.05
,Belem,11,2017,Transportation,12.3789,0.09
,Belem,12,2017,Transportation,12.4031,1.19
,Belem,1,2018,Transportation,12.5881,0.32
,Belem,2,2018,Transportation,12.6506,0.33
,Belem,3,2018,Transportation,12.6328,0.92
,Belem,4,2018,Transportation,12.7602,0.34
,Belem,5,2018,Transportation,12.7714,0.84
,Belem,6,2018,Transportation,12.8273,0.4
,Belem,7,2018,Transportation,12.7523,0.99
,Belem,8,2018,Transportation,12.8385,-0.82
,Belem,9,2018,Transportation,12.7352,1.55
,Belem,10,2018,Transportation,12.9117,0.48
,Belem,11,2018,Transportation,12.9185,-0.45
,Belem,12,2018,Transportation,12.881,-0.01
,Belem,1,2019,Transportation,12.8304,0.15
,Fortaleza,1,2012,Transportation,17.1501,0.01
,Fortaleza,2,2012,Transportation,17.1612,0.06
,Fortaleza,3,2012,Transportation,17.1334,1.4
,Fortaleza,4,2012,Transportation,17.2234,-0.58
,Fortaleza,5,2012,Transportation,16.9958,-0.11
,Fortaleza,6,2012,Transportation,16.9098,-1.45
,Fortaleza,7,2012,Transportation,16.6927,0.53
,Fortaleza,8,2012,Transportation,16.6775,-0.13
,Fortaleza,9,2012,Transportation,16.5315,-0.16
,Fortaleza,10,2012,Transportation,16.3921,0.34
,Fortaleza,11,2012,Transportation,16.3247,0.57
,Fortaleza,12,2012,Transportation,16.3284,0.37
,Fortaleza,1,2013,Transportation,16.2038,1.78
,Fortaleza,2,2013,Transportation,16.3536,1.54
,Fortaleza,3,2013,Transportation,16.4833,-0.04
,Fortaleza,4,2013,Transportation,16.3706,-0.69
,Fortaleza,5,2013,Transportation,16.1356,-0.7
,Fortaleza,6,2013,Transportation,15.9665,1.17
,Fortaleza,7,2013,Transportation,16.1094,-0.38
,Fortaleza,8,2013,Transportation,15.9925,-0.17
,Fortaleza,9,2013,Transportation,15.9682,0.43
,Fortaleza,10,2013,Transportation,15.967,0
,Fortaleza,11,2013,Transportation,15.9152,0.68
,Fortaleza,12,2013,Transportation,15.8858,1.64
,Fortaleza,1,2014,Transportation,16.0448,-0.44
,Fortaleza,2,2014,Transportation,15.931,-0.45
,Fortaleza,3,2014,Transportation,15.8217,0.72
,Fortaleza,4,2014,Transportation,15.8237,0
,Fortaleza,5,2014,Transportation,15.656,-0.31
,Fortaleza,6,2014,Transportation,15.454,0.61
,Fortaleza,7,2014,Transportation,15.4645,0.39
,Fortaleza,8,2014,Transportation,15.5298,0.77
,Fortaleza,9,2014,Transportation,15.6223,-0.21
,Fortaleza,10,2014,Transportation,15.5183,0.18
,Fortaleza,11,2014,Transportation,15.5042,1.08
,Fortaleza,12,2014,Transportation,15.5668,1.31
,Fortaleza,1,2015,Transportation,15.6907,1.78
,Fortaleza,2,2015,Transportation,15.8321,1.43
,Fortaleza,3,2015,Transportation,15.9262,0.82
,Fortaleza,4,2015,Transportation,15.8142,0.14
,Fortaleza,5,2015,Transportation,15.7319,0.26
,Fortaleza,6,2015,Transportation,15.5778,0.98
,Fortaleza,7,2015,Transportation,15.5613,0.67
,Fortaleza,8,2015,Transportation,15.5914,-0.19
,Fortaleza,9,2015,Transportation,15.4884,0.53
,Fortaleza,10,2015,Transportation,15.4768,1.2
,Fortaleza,11,2015,Transportation,15.5679,2.64
,Fortaleza,12,2015,Transportation,15.7997,2.79
,Fortaleza,1,2016,Transportation,16.0273,0.56
,Fortaleza,2,2016,Transportation,15.925,0.47
,Fortaleza,3,2016,Transportation,15.8739,0.77
,Fortaleza,4,2016,Transportation,15.8832,0.26
,Fortaleza,5,2016,Transportation,15.7671,0.11
,Fortaleza,6,2016,Transportation,15.6213,0.59
,Fortaleza,7,2016,Transportation,15.624,0.18
,Fortaleza,8,2016,Transportation,15.5169,-0.2
,Fortaleza,9,2016,Transportation,15.3827,-0.08
,Fortaleza,10,2016,Transportation,15.3022,0.03
,Fortaleza,11,2016,Transportation,15.2655,-0.69
,Fortaleza,12,2016,Transportation,15.1654,1.06
,Fortaleza,1,2017,Transportation,15.2493,2.34
,Fortaleza,2,2017,Transportation,15.5441,1.98
,Fortaleza,3,2017,Transportation,15.8094,-0.19
,Fortaleza,4,2017,Transportation,15.6811,-0.68
,Fortaleza,5,2017,Transportation,15.5659,1.45
,Fortaleza,6,2017,Transportation,15.7623,0.27
,Fortaleza,7,2017,Transportation,15.8106,-0.66
,Fortaleza,8,2017,Transportation,15.6789,0.23
,Fortaleza,9,2017,Transportation,15.7305,1.17
,Fortaleza,10,2017,Transportation,15.8862,0.08
,Fortaleza,11,2017,Transportation,15.8502,0.39
,Fortaleza,12,2017,Transportation,15.9592,0.9
,Fortaleza,1,2018,Transportation,16.0267,0.56
,Fortaleza,2,2018,Transportation,16.0908,0.12
,Fortaleza,3,2018,Transportation,16.1092,0.83
,Fortaleza,4,2018,Transportation,16.2092,0.65
,Fortaleza,5,2018,Transportation,16.2766,1.79
,Fortaleza,6,2018,Transportation,16.5053,1.07
,Fortaleza,7,2018,Transportation,16.4694,-0.51
,Fortaleza,8,2018,Transportation,16.3622,-1.37
,Fortaleza,9,2018,Transportation,16.1751,1.22
,Fortaleza,10,2018,Transportation,16.3225,0.83
,Fortaleza,11,2018,Transportation,16.3695,-0.34
,Fortaleza,12,2018,Transportation,16.3447,-0.81
,Fortaleza,1,2019,Transportation,16.211,-1.21
,Recife,1,2012,Transportation,16.3951,0.56
,Recife,2,2012,Transportation,16.4228,0.84
,Recife,3,2012,Transportation,16.437,0.51
,Recife,4,2012,Transportation,16.4484,0.78
,Recife,5,2012,Transportation,16.4775,-0.5
,Recife,6,2012,Transportation,16.2975,-1.11
,Recife,7,2012,Transportation,16.0834,0.13
,Recife,8,2012,Transportation,16.039,-0.25
,Recife,9,2012,Transportation,15.9159,0.07
,Recife,10,2012,Transportation,15.7843,-0.08
,Recife,11,2012,Transportation,15.6613,0.49
,Recife,12,2012,Transportation,15.6747,0.66
,Recife,1,2013,Transportation,15.6742,1.22
,Recife,2,2013,Transportation,15.7403,1.06
,Recife,3,2013,Transportation,15.7666,-0.68
,Recife,4,2013,Transportation,15.6109,-0.02
,Recife,5,2013,Transportation,15.4772,-0.22
,Recife,6,2013,Transportation,15.3348,-0.38
,Recife,7,2013,Transportation,15.2358,-0.75
,Recife,8,2013,Transportation,15.0958,0.96
,Recife,9,2013,Transportation,15.189,1.1
,Recife,10,2013,Transportation,15.2755,0.16
,Recife,11,2013,Transportation,15.1991,0.12
,Recife,12,2013,Transportation,15.1621,1.06
,Recife,1,2014,Transportation,15.2054,-0.18
,Recife,2,2014,Transportation,15.1101,-0.64
,Recife,3,2014,Transportation,14.9403,0.82
,Recife,4,2014,Transportation,14.9938,0.66
,Recife,5,2014,Transportation,14.9767,0.43
,Recife,6,2014,Transportation,14.8724,0.58
,Recife,7,2014,Transportation,14.8368,-0.25
,Recife,8,2014,Transportation,14.8125,0.33
,Recife,9,2014,Transportation,14.7941,0.62
,Recife,10,2014,Transportation,14.7878,-0.05
,Recife,11,2014,Transportation,14.7454,0.41
,Recife,12,2014,Transportation,14.7382,0.31
,Recife,1,2015,Transportation,14.7408,0.73
,Recife,2,2015,Transportation,14.7841,3.25
,Recife,3,2015,Transportation,15.0308,0.12
,Recife,4,2015,Transportation,14.9741,0.01
,Recife,5,2015,Transportation,14.8657,1.07
,Recife,6,2015,Transportation,14.814,2.07
,Recife,7,2015,Transportation,14.9588,0.83
,Recife,8,2015,Transportation,14.9504,0.48
,Recife,9,2015,Transportation,14.9635,0.13
,Recife,10,2015,Transportation,14.9384,1.32
,Recife,11,2015,Transportation,15.0131,0.32
,Recife,12,2015,Transportation,14.9532,1.16
,Recife,1,2016,Transportation,14.9953,1.13
,Recife,2,2016,Transportation,14.9911,1.53
,Recife,3,2016,Transportation,15.0422,-0.12
,Recife,4,2016,Transportation,15.0346,0.32
,Recife,5,2016,Transportation,14.986,0.53
,Recife,6,2016,Transportation,14.9367,-0.34
,Recife,7,2016,Transportation,14.8153,1.13
,Recife,8,2016,Transportation,14.8425,-0.33
,Recife,9,2016,Transportation,14.7821,-0.38
,Recife,10,2016,Transportation,14.6527,0.6
,Recife,11,2016,Transportation,14.6979,0.74
,Recife,12,2016,Transportation,14.7324,0.35
,Recife,1,2017,Transportation,14.7391,1.17
,Recife,2,2017,Transportation,14.8824,0.86
,Recife,3,2017,Transportation,14.9812,0.3
,Recife,4,2017,Transportation,14.9508,2.33
,Recife,5,2017,Transportation,15.2328,-0.33
,Recife,6,2017,Transportation,15.0765,-0.57
,Recife,7,2017,Transportation,14.9834,-0.11
,Recife,8,2017,Transportation,14.9055,3.69
,Recife,9,2017,Transportation,15.4063,-0.71
,Recife,10,2017,Transportation,15.3223,-0.9
,Recife,11,2017,Transportation,15.1667,0.86
,Recife,12,2017,Transportation,15.2699,0.98
,Recife,1,2018,Transportation,15.3703,0.45
,Recife,2,2018,Transportation,15.4524,0.78
,Recife,3,2018,Transportation,15.5407,-2.05
,Recife,4,2018,Transportation,15.2734,0.61
,Recife,5,2018,Transportation,15.3213,0.99
,Recife,6,2018,Transportation,15.3656,2.65
,Recife,7,2018,Transportation,15.5317,-0.06
,Recife,8,2018,Transportation,15.507,-1.1
,Recife,9,2018,Transportation,15.3302,0.63
,Recife,10,2018,Transportation,15.3878,0.56
,Recife,11,2018,Transportation,15.4405,-1.02
,Recife,12,2018,Transportation,15.3111,-0.73
,Recife,1,2019,Transportation,15.1895,-0.47
,Salvador,1,2012,Transportation,21.1586,0.01
,Salvador,2,2012,Transportation,21.1114,-0.55
,Salvador,3,2012,Transportation,20.903,0.57
,Salvador,4,2012,Transportation,20.9537,0.35
,Salvador,5,2012,Transportation,20.952,-0.11
,Salvador,6,2012,Transportation,20.7721,-0.88
,Salvador,7,2012,Transportation,20.5265,0.18
,Salvador,8,2012,Transportation,20.4328,-0.22
,Salvador,9,2012,Transportation,20.3049,-0.16
,Salvador,10,2012,Transportation,20.1477,1.48
,Salvador,11,2012,Transportation,20.2691,1.12
,Salvador,12,2012,Transportation,20.4019,0.58
,Salvador,1,2013,Transportation,20.397,0.91
,Salvador,2,2013,Transportation,20.4329,0.49
,Salvador,3,2013,Transportation,20.3908,-0.49
,Salvador,4,2013,Transportation,20.1945,-1.13
,Salvador,5,2013,Transportation,19.9001,0.09
,Salvador,6,2013,Transportation,19.8659,0.24
,Salvador,7,2013,Transportation,19.8081,-0.25
,Salvador,8,2013,Transportation,19.759,-0.26
,Salvador,9,2013,Transportation,19.6589,0.14
,Salvador,10,2013,Transportation,19.6716,-1.65
,Salvador,11,2013,Transportation,19.3247,0.26
,Salvador,12,2013,Transportation,19.3289,3.96
,Salvador,1,2014,Transportation,19.8534,0.32
,Salvador,2,2014,Transportation,19.8068,-0.77
,Salvador,3,2014,Transportation,19.5538,0.55
,Salvador,4,2014,Transportation,19.5275,0.54
,Salvador,5,2014,Transportation,19.4836,-0.13
,Salvador,6,2014,Transportation,19.3727,0.11
,Salvador,7,2014,Transportation,19.2331,-2.13
,Salvador,8,2014,Transportation,18.9167,-0.07
,Salvador,9,2014,Transportation,18.8189,2.3
,Salvador,10,2014,Transportation,19.0568,0.4
,Salvador,11,2014,Transportation,19.1336,0.54
,Salvador,12,2014,Transportation,19.1776,0.34
,Salvador,1,2015,Transportation,19.1388,0.85
,Salvador,2,2015,Transportation,19.169,3.06
,Salvador,3,2015,Transportation,19.4322,0.52
,Salvador,4,2015,Transportation,19.38,0.06
,Salvador,5,2015,Transportation,19.2955,-0.4
,Salvador,6,2015,Transportation,19.0717,1.11
,Salvador,7,2015,Transportation,19.0679,-0.5
,Salvador,8,2015,Transportation,18.8846,0.84
,Salvador,9,2015,Transportation,18.9276,0.25
,Salvador,10,2015,Transportation,18.9049,0.73
,Salvador,11,2015,Transportation,18.933,1.11
,Salvador,12,2015,Transportation,18.9442,0.88
,Salvador,1,2016,Transportation,18.9544,1.25
,Salvador,2,2016,Transportation,18.9215,0.44
,Salvador,3,2016,Transportation,18.7399,-0.54
,Salvador,4,2016,Transportation,18.6791,-0.55
,Salvador,5,2016,Transportation,18.4644,0.86
,Salvador,6,2016,Transportation,18.4628,-1.54
,Salvador,7,2016,Transportation,18.081,1.37
,Salvador,8,2016,Transportation,18.1352,0.09
,Salvador,9,2016,Transportation,18.1115,-1.74
,Salvador,10,2016,Transportation,17.7746,2.29
,Salvador,11,2016,Transportation,18.0979,-0.81
,Salvador,12,2016,Transportation,17.9891,0.84
,Salvador,1,2017,Transportation,18.1004,0.91
,Salvador,2,2017,Transportation,18.1768,2.18
,Salvador,3,2017,Transportation,18.4729,-0.58
,Salvador,4,2017,Transportation,18.3639,-0.82
,Salvador,5,2017,Transportation,18.2549,-0.34
,Salvador,6,2017,Transportation,18.1219,-1.86
,Salvador,7,2017,Transportation,17.7706,0.67
,Salvador,8,2017,Transportation,17.8145,0.32
,Salvador,9,2017,Transportation,17.8615,1.27
,Salvador,10,2017,Transportation,18.0328,0.61
,Salvador,11,2017,Transportation,18.0611,0.06
,Salvador,12,2017,Transportation,18.1437,0.68
,Salvador,1,2018,Transportation,18.2673,1.37
,Salvador,2,2018,Transportation,18.4893,2.41
,Salvador,3,2018,Transportation,18.8358,-0.57
,Salvador,4,2018,Transportation,18.786,-0.66
,Salvador,5,2018,Transportation,18.6,2
,Salvador,6,2018,Transportation,18.7645,-0.01
,Salvador,7,2018,Transportation,18.5757,1.08
,Salvador,8,2018,Transportation,18.706,-0.91
,Salvador,9,2018,Transportation,18.5681,1.04
,Salvador,10,2018,Transportation,18.6834,0.88
,Salvador,11,2018,Transportation,18.7615,-1.55
,Salvador,12,2018,Transportation,18.5489,-0.64
,Salvador,1,2019,Transportation,18.3407,0.86
,Belo Horizonte,1,2012,Transportation,20.6097,1.35
,Belo Horizonte,2,2012,Transportation,20.7737,-0.31
,Belo Horizonte,3,2012,Transportation,20.5801,0.32
,Belo Horizonte,4,2012,Transportation,20.5576,0.26
,Belo Horizonte,5,2012,Transportation,20.4901,-0.26
,Belo Horizonte,6,2012,Transportation,20.3021,-1.24
,Belo Horizonte,7,2012,Transportation,20.0203,-0.64
,Belo Horizonte,8,2012,Transportation,19.8105,0.15
,Belo Horizonte,9,2012,Transportation,19.7669,-0.61
,Belo Horizonte,10,2012,Transportation,19.5105,0.81
,Belo Horizonte,11,2012,Transportation,19.5863,-0.03
,Belo Horizonte,12,2012,Transportation,19.4832,0.45
,Belo Horizonte,1,2013,Transportation,19.4816,0.74
,Belo Horizonte,2,2013,Transportation,19.5051,1.57
,Belo Horizonte,3,2013,Transportation,19.6438,-0.35
,Belo Horizonte,4,2013,Transportation,19.4545,0.06
,Belo Horizonte,5,2013,Transportation,19.3382,-0.19
,Belo Horizonte,6,2013,Transportation,19.208,-0.07
,Belo Horizonte,7,2013,Transportation,19.1345,-0.61
,Belo Horizonte,8,2013,Transportation,18.9949,-0.46
,Belo Horizonte,9,2013,Transportation,18.9023,-0.1
,Belo Horizonte,10,2013,Transportation,18.8206,-0.16
,Belo Horizonte,11,2013,Transportation,18.7182,-0.1
,Belo Horizonte,12,2013,Transportation,18.6104,1.32
,Belo Horizonte,1,2014,Transportation,18.7173,0.33
,Belo Horizonte,2,2014,Transportation,18.6807,-0.48
,Belo Horizonte,3,2014,Transportation,18.4525,0.84
,Belo Horizonte,4,2014,Transportation,18.462,0.36
,Belo Horizonte,5,2014,Transportation,18.3844,0.32
,Belo Horizonte,6,2014,Transportation,18.3144,0.17
,Belo Horizonte,7,2014,Transportation,18.2473,-0.46
,Belo Horizonte,8,2014,Transportation,18.1476,-0.02
,Belo Horizonte,9,2014,Transportation,18.1464,-0.02
,Belo Horizonte,10,2014,Transportation,18.0562,0.05
,Belo Horizonte,11,2014,Transportation,18.0071,0.29
,Belo Horizonte,12,2014,Transportation,17.9946,1.11
,Belo Horizonte,1,2015,Transportation,18.1285,1.23
,Belo Horizonte,2,2015,Transportation,18.1821,1.88
,Belo Horizonte,3,2015,Transportation,18.3221,1.48
,Belo Horizonte,4,2015,Transportation,18.3241,-0.09
,Belo Horizonte,5,2015,Transportation,18.1857,-0.29
,Belo Horizonte,6,2015,Transportation,17.9954,0.22
,Belo Horizonte,7,2015,Transportation,17.883,-0.21
,Belo Horizonte,8,2015,Transportation,17.718,0.49
,Belo Horizonte,9,2015,Transportation,17.7936,0.48
,Belo Horizonte,10,2015,Transportation,17.8014,1.36
,Belo Horizonte,11,2015,Transportation,17.9401,1.66
,Belo Horizonte,12,2015,Transportation,18.0983,0.85
,Belo Horizonte,1,2016,Transportation,18.1571,1.88
,Belo Horizonte,2,2016,Transportation,18.3101,1
,Belo Horizonte,3,2016,Transportation,18.3121,0.31
,Belo Horizonte,4,2016,Transportation,18.2831,0.04
,Belo Horizonte,5,2016,Transportation,18.1577,-0.74
,Belo Horizonte,6,2016,Transportation,17.8739,-0.12
,Belo Horizonte,7,2016,Transportation,17.7113,0.03
,Belo Horizonte,8,2016,Transportation,17.5908,0.26
,Belo Horizonte,9,2016,Transportation,17.5845,-0.81
,Belo Horizonte,10,2016,Transportation,17.4435,0.92
,Belo Horizonte,11,2016,Transportation,17.5532,-0.02
,Belo Horizonte,12,2016,Transportation,17.5352,1.08
,Belo Horizonte,1,2017,Transportation,17.6924,1.91
,Belo Horizonte,2,2017,Transportation,17.9378,-0.15
,Belo Horizonte,3,2017,Transportation,17.8447,-1.03
,Belo Horizonte,4,2017,Transportation,17.6707,-0.34
,Belo Horizonte,5,2017,Transportation,17.6203,-0.5
,Belo Horizonte,6,2017,Transportation,17.4845,-0.45
,Belo Horizonte,7,2017,Transportation,17.4691,0.16
,Belo Horizonte,8,2017,Transportation,17.4363,2.11
,Belo Horizonte,9,2017,Transportation,17.7515,0.96
,Belo Horizonte,10,2017,Transportation,17.8771,0.44
,Belo Horizonte,11,2017,Transportation,17.9007,-0.5
,Belo Horizonte,12,2017,Transportation,17.8378,1.22
,Belo Horizonte,1,2018,Transportation,18.0049,2.49
,Belo Horizonte,2,2018,Transportation,18.4097,0.68
,Belo Horizonte,3,2018,Transportation,18.4723,0.05
,Belo Horizonte,4,2018,Transportation,18.4424,-0.19
,Belo Horizonte,5,2018,Transportation,18.3651,0.41
,Belo Horizonte,6,2018,Transportation,18.3993,2.16
,Belo Horizonte,7,2018,Transportation,18.4346,-0.22
,Belo Horizonte,8,2018,Transportation,18.3532,-0.87
,Belo Horizonte,9,2018,Transportation,18.1918,1.78
,Belo Horizonte,10,2018,Transportation,18.4612,0.65
,Belo Horizonte,11,2018,Transportation,18.5111,-0.78
,Belo Horizonte,12,2018,Transportation,18.3933,-1.39
,Belo Horizonte,1,2019,Transportation,18.1421,1.01
,Rio de Janeiro,1,2012,Transportation,18.7586,3.14
,Rio de Janeiro,2,2012,Transportation,19.1593,0.49
,Rio de Janeiro,3,2012,Transportation,19.0575,-0.24
,Rio de Janeiro,4,2012,Transportation,19.0167,0.4
,Rio de Janeiro,5,2012,Transportation,18.9394,-0.47
,Rio de Janeiro,6,2012,Transportation,18.839,-0.53
,Rio de Janeiro,7,2012,Transportation,18.6836,0.1
,Rio de Janeiro,8,2012,Transportation,18.588,-0.11
,Rio de Janeiro,9,2012,Transportation,18.4797,0.34
,Rio de Janeiro,10,2012,Transportation,18.3962,0.16
,Rio de Janeiro,11,2012,Transportation,18.3375,0.28
,Rio de Janeiro,12,2012,Transportation,18.3135,0.87
,Rio de Janeiro,1,2013,Transportation,18.2541,0.88
,Rio de Janeiro,2,2013,Transportation,18.3087,0.26
,Rio de Janeiro,3,2013,Transportation,18.3012,-0.83
,Rio de Janeiro,4,2013,Transportation,18.1053,0.22
,Rio de Janeiro,5,2013,Transportation,18.0466,0.1
,Rio de Janeiro,6,2013,Transportation,17.951,1.33
,Rio de Janeiro,7,2013,Transportation,18.0548,-1.38
,Rio de Janeiro,8,2013,Transportation,17.8136,-0.09
,Rio de Janeiro,9,2013,Transportation,17.7608,0.44
,Rio de Janeiro,10,2013,Transportation,17.7619,0.39
,Rio de Janeiro,11,2013,Transportation,17.7349,0.3
,Rio de Janeiro,12,2013,Transportation,17.6633,1.55
,Rio de Janeiro,1,2014,Transportation,17.7423,0.02
,Rio de Janeiro,2,2014,Transportation,17.6821,1.16
,Rio de Janeiro,3,2014,Transportation,17.6858,2.36
,Rio de Janeiro,4,2014,Transportation,17.8826,0.09
,Rio de Janeiro,5,2014,Transportation,17.8266,-0.58
,Rio de Janeiro,6,2014,Transportation,17.6255,1.2
,Rio de Janeiro,7,2014,Transportation,17.7525,-1.74
,Rio de Janeiro,8,2014,Transportation,17.4384,0.12
,Rio de Janeiro,9,2014,Transportation,17.3849,0.72
,Rio de Janeiro,10,2014,Transportation,17.4432,0.4
,Rio de Janeiro,11,2014,Transportation,17.4227,0.18
